iter	Logloss
0	0.4743422914
1	0.3634220704
2	0.3168017034
3	0.2862095148
4	0.2689240694
5	0.2542801518
6	0.2440907845
7	0.2384584852
8	0.2251879999
9	0.2215778717
10	0.2132796957
11	0.2088527622
12	0.2058076483
13	0.1998941278
14	0.197035083
15	0.1918620092
16	0.1894105915
17	0.1875925966
18	0.1845278093
19	0.1815282044
20	0.1797117388
21	0.1771699848
22	0.1747999111
23	0.1724518417
24	0.1697668143
25	0.1682583421
26	0.1647273686
27	0.1611332226
28	0.1583871422
29	0.1569574106
30	0.1545962377
31	0.153528972
32	0.1512861674
33	0.1500583427
34	0.145207841
35	0.1430929638
36	0.1422169607
37	0.1407385526
38	0.1394662914
39	0.1375059849
40	0.1356314604
41	0.1333469757
42	0.1305721416
43	0.1288260648
44	0.1270773113
45	0.1249992118
46	0.1234431298
47	0.1214431783
48	0.1194618639
49	0.1176209184
50	0.1156999397
51	0.1137698492
52	0.1123389557
53	0.1108239454
54	0.1083088262
55	0.105743505
56	0.1043524183
57	0.1029992102
58	0.1016541034
59	0.09992745046
60	0.09887455221
61	0.09735907621
62	0.09539510151
63	0.0935102388
64	0.09252188086
65	0.0912940729
66	0.09027703786
67	0.08861266831
68	0.08667587917
69	0.08557280746
70	0.08453023597
71	0.08376104409
72	0.08234934822
73	0.08151509413
74	0.07988690711
75	0.07844027752
76	0.07731074504
77	0.0756778735
78	0.07494573337
79	0.07408333011
80	0.07343324471
81	0.07197642471
82	0.07100769752
83	0.07012905804
84	0.06866110047
85	0.067452532
86	0.06676085049
87	0.06597085691
88	0.06533021681
89	0.06445543577
90	0.06404193865
91	0.06358678203
92	0.06305228887
93	0.06256091584
94	0.0616060731
95	0.06115394427
96	0.06061952599
97	0.05999903095
98	0.0593797597
99	0.05877524774
100	0.05804617928
101	0.05770885499
102	0.05728260227
103	0.05634565874
104	0.05577047772
105	0.05481360521
106	0.05441740037
107	0.0537698513
108	0.05315017526
109	0.05211640262
110	0.05159172335
111	0.05121711839
112	0.05054260523
113	0.04999033421
114	0.04953063989
115	0.04896851078
116	0.04859004675
117	0.04804242259
118	0.04764845329
119	0.04707798144
120	0.04671159715
121	0.04637532294
122	0.04592982244
123	0.04527627305
124	0.04485364288
125	0.04412576441
126	0.04368203961
127	0.04336379851
128	0.0429015398
129	0.04253347205
130	0.04193931476
131	0.04155585429
132	0.0410994624
133	0.04067201086
134	0.04019309731
135	0.03984941006
136	0.03944555922
137	0.0391177915
138	0.03865366652
139	0.03839727234
140	0.03812414592
141	0.03779294941
142	0.03716191655
143	0.03667387752
144	0.03633223042
145	0.03597955186
146	0.03556367365
147	0.03521984985
148	0.03489094653
149	0.03444322045
150	0.03419826207
151	0.03383658002
152	0.03340074614
153	0.03314929172
154	0.03290079374
155	0.03251294815
156	0.03220650997
157	0.03176545992
158	0.0315372492
159	0.03125000419
160	0.03091772568
161	0.03066765807
162	0.03046937952
163	0.03019904292
164	0.02985182158
165	0.02968427176
166	0.02950309048
167	0.029324904
168	0.0291771847
169	0.02895495124
170	0.02866000818
171	0.02845970356
172	0.02814236917
173	0.02761730304
174	0.02738283702
175	0.0271130376
176	0.02692395362
177	0.02670166828
178	0.02645370655
179	0.0262346925
180	0.02594661266
181	0.02574694403
182	0.02551767009
183	0.02537099386
184	0.02519080292
185	0.02504999554
186	0.02487576115
187	0.02460596031
188	0.02433779764
189	0.02398721292
190	0.02380354721
191	0.02357781597
192	0.02335275735
193	0.02319686492
194	0.02304594779
195	0.02287547202
196	0.02265622873
197	0.02244694959
198	0.02223261533
199	0.02199459708
200	0.02180138933
201	0.02158471234
202	0.02139939064
203	0.02118116756
204	0.02102027967
205	0.02083904436
206	0.02071741493
207	0.0205438824
208	0.02047649013
209	0.02030144463
210	0.02016703533
211	0.01996017364
212	0.01982233522
213	0.01968093481
214	0.01947587311
215	0.01927719867
216	0.01917836245
217	0.01898400441
218	0.0188306496
219	0.01863744748
220	0.01855197632
221	0.01842691261
222	0.01826385682
223	0.01809336332
224	0.01781983978
225	0.0177310487
226	0.01761873528
227	0.0174780819
228	0.01737916467
229	0.01730404998
230	0.0172031881
231	0.0170854547
232	0.01698117502
233	0.0169013201
234	0.0167952441
235	0.01673513415
236	0.01657120167
237	0.01646133014
238	0.01628891743
239	0.01618687043
240	0.0160667006
241	0.01592283297
242	0.01580820404
243	0.0156396849
244	0.01553718479
245	0.01542278303
246	0.01527875805
247	0.01514623592
248	0.01505402298
249	0.0149554866
250	0.0148538329
251	0.01466848178
252	0.0145084265
253	0.01436254095
254	0.01426509876
255	0.01411100347
256	0.01404262861
257	0.01397839367
258	0.01387734137
259	0.0138187809
260	0.01371960717
261	0.01358521534
262	0.01350145779
263	0.01339198778
264	0.01330775558
265	0.01319531407
266	0.01311965632
267	0.01306418909
268	0.013005792
269	0.01288932211
270	0.01284768202
271	0.01276368182
272	0.01268614934
273	0.01262085122
274	0.01256970932
275	0.01252378593
276	0.01247432486
277	0.01236903153
278	0.01233075125
279	0.01226327712
280	0.01220217417
281	0.01212241381
282	0.01207822563
283	0.01202204712
284	0.01197608282
285	0.01189919232
286	0.01184263853
287	0.01177883857
288	0.01166971517
289	0.01152304413
290	0.01147728775
291	0.01139598028
292	0.01135313709
293	0.01130208152
294	0.01123885773
295	0.01116810946
296	0.01110989316
297	0.01097360246
298	0.01090329939
299	0.01084752837
